0;2.77777767181;390.94337972;182.624038696;0.0;38.3331832886;0.298160672188;342.304280599;1.0
0;5.13141767184;545.339294434;252.173863729;0.0;57.171749115;14.7973871231;497.044474284;1.0
0;4.61111100515;570.690948486;253.680063883;0.0;56.7527109782;21.7214832306;529.835042318;1.0
0;4.35555569331;585.113464355;312.90385437;0.0;55.4034894307;22.8151626587;539.298482259;1.0
0;4.36666695277;608.760904948;297.192947388;0.0;56.8851153056;23.0029023488;533.019307454;1.0
0;3.73639845848;920.92401123;504.320536296;0.0;54.9871915181;23.1382770538;833.151865641;1.0
0;2.97777760029;1117.63470459;669.62970988;0.0;56.2438570658;22.8719813029;877.619364421;1.0
0;5.26513449351;503.807271322;240.778030396;0.0;55.4996236165;23.1341997782;434.819539388;1.0
0;4.56666660309;563.66809082;272.687174479;0.0;55.9771703084;23.0112463633;501.105712891;1.0
0;3.2555552721;1007.93747965;554.196909587;0.0;56.10962677;23.0006281535;881.169230143;1.0
0;3.53333338102;763.164123535;409.896931966;0.0;55.0505549113;23.0291754405;695.019327799;1.0
0;4.6222222435;618.729888916;273.824859619;0.0;93.6520423889;28.9782274961;523.2918396;2.0
0;4.95363966624;527.950042725;226.866912842;0.0;73.9282887777;28.804189682;483.491811117;2.0
0;4.23333375156;15686.4180806;12929.2011922;0.0;108.28690211;40.2271664937;17255.3142497;2.0
0;3.93333327025;4611.86645508;2271.03778076;0.0;75.0431582133;28.5626672109;6253.29707845;2.0
0;4.96666665624;32502.3901367;263.13752238;0.0;108.752669017;40.2303771973;32449.231486;2.0
0;4.48888858159;586.919759115;277.164393107;0.0;91.1949882507;34.6753336589;17842.0134277;2.0
0;4.78888899088;9513.43237305;8338.07067362;0.0;91.2716331482;34.6056283315;9447.43794759;2.0
0;5.07777737081;10266.8259786;7416.46584574;0.0;109.681798299;40.3895537059;8634.70091756;2.0
0;4.48888900379;22131.9754842;20796.3521983;0.0;90.2165679932;34.3251902262;22063.2400716;2.0
0;5.64444439734;26035.6971436;7828.86048381;0.0;108.5415802;36.7816739082;22596.0731303;3.0
0;5.4203067633;38121.4562581;27264.8701884;0.333333333333;162.351323446;56.5491134326;33812.3529663;3.0
0;4.16666702429;40287.0773621;15313.1131439;0.0;161.614195506;64.093261083;41074.7313334;3.0
0;2.6999999322;19596.2587484;9981.59989421;0.333333333333;143.007837931;56.399787267;18935.7046305;3.0
0;5.1068965743;12992.0837097;11462.4147186;0.0;166.103680929;64.6670875549;13288.0333862;3.0
0;4.87892692039;16136.3087565;12661.2873739;0.0;163.441664378;64.6551971436;29417.654775;3.0
0;6.16666723043;25808.8624471;8804.44558207;0.0;165.308868408;64.3691927592;23535.4988505;3.0
0;5.03333302836;32495.4537862;16801.9405111;0.0;144.551532745;58.9404786428;30826.4204508;3.0
0;5.79999998212;22576.7354228;4398.80725098;0.0;162.585678101;64.9769191742;20967.9118144;3.0
0;4.70881208777;12580.1771139;9309.28314209;0.0;163.903629303;64.6126842499;11657.7330831;3.0
